CarID,Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque
106,152,240,57,Front-wheel drive,Honda 3.5L 6 Cylinder 271hp 251 ft-lbs,TRUE,5,5 Speed Automatic,19,Gasoline,28,Automatic transmission,2010 Honda Accord EX-L V-6 Coup AT,Honda,2010 Honda Accord Coupe,2010,271,251
107,152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,31,Manual transmission,2010 Honda Accord EX Coup,Honda,2010 Honda Accord Coupe,2010,190,162
108,152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,31,Automatic transmission,2010 Honda Accord LX-S Coup AT,Honda,2010 Honda Accord Coupe,2010,190,162
109,152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,31,Manual transmission,2010 Honda Accord LX-S Coup,Honda,2010 Honda Accord Coupe,2010,190,162
110,45,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2011 Nissan 370Z Roadster,Nissan,2011 Nissan 370Z Roadster,2011,332,270
111,45,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2011 Nissan 370Z Roadster AT,Nissan,2011 Nissan 370Z Roadster,2011,332,270
112,45,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2011 Nissan 370Z Touring Roadster,Nissan,2011 Nissan 370Z Roadster,2011,332,270
113,45,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2011 Nissan 370Z Touring Roadster AT,Nissan,2011 Nissan 370Z Roadster,2011,332,270
114,45,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2010 Nissan 370Z Touring Roadster,Nissan,2010 Nissan 370Z Roadster,2010,332,270
115,45,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2010 Nissan 370Z Roadster,Nissan,2010 Nissan 370Z Roadster,2010,332,270
116,45,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2010 Nissan 370Z Roadster AT,Nissan,2010 Nissan 370Z Roadster,2010,332,270
117,45,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2010 Nissan 370Z Touring Roadster AT,Nissan,2010 Nissan 370Z Roadster,2010,332,270
118,143,196,203,Front-wheel drive,Audi 2.0L 4 cylinder 200 hp 207 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,30,Manual transmission,2011 Audi A3 2.0 T,Audi,2011 Audi A3,2011,200,207
119,35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2011 Nissan 370Z Coupe,Nissan,2011 Nissan 370Z Coupe,2011,332,270
120,35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2011 Nissan 370Z Touring Coupe,Nissan,2011 Nissan 370Z Coupe,2011,332,270
121,35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,19,Gasoline,26,Automatic transmission,2011 Nissan 370Z Touring Coupe AT,Nissan,2011 Nissan 370Z Coupe,2011,332,270
122,35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2011 Nissan 370Z Touring Coupe,Nissan,2011 Nissan 370Z Coupe,2011,332,270
123,143,196,203,Front-wheel drive,Audi 2.0L 4 cylinder 200 hp 207 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,30,Manual transmission,2010 Audi A3 2.0 T,Audi,2010 Audi A3,2010,200,207
124,35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,19,Gasoline,26,Automatic transmission,2010 Nissan 370Z Touring Coupe AT,Nissan,2010 Nissan 370Z Coupe,2010,332,270
125,35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2010 Nissan 370Z Coupe,Nissan,2010 Nissan 370Z Coupe,2010,332,270
126,35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2010 Nissan 370Z Touring Coupe,Nissan,2010 Nissan 370Z Coupe,2010,332,270
127,35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,19,Gasoline,26,Automatic transmission,2010 Nissan 370Z Coupe AT,Nissan,2010 Nissan 370Z Coupe,2010,332,270
128,147,95,248,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,31,Manual transmission,2012 Audi A4 Sedan 2.0 T Quattro,Audi,2012 Audi A4 Sedan,2012,211,258
129,147,95,248,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,2012 Audi A4 Sedan 2.0 T Quattro AT,Audi,2012 Audi A4 Sedan,2012,211,258
130,147,95,214,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,31,Manual transmission,2011 Audi A4 Sedan 2.0 T Quattro,Audi,2011 Audi A4 Sedan,2011,211,258
131,147,95,214,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,2011 Audi A4 Sedan 2.0 T Quattro AT,Audi,2011 Audi A4 Sedan,2011,211,258
132,193,57,186,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,TRUE,5,5 Speed Manual,29,Gasoline,38,Manual transmission,2012 Ford Fiesta S Sedan,Ford,2012 Ford Fiesta Sedan,2012,120,112
133,193,57,186,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,TRUE,5,5 Speed Manual,29,Gasoline,38,Manual transmission,2012 Ford Fiesta SE Sedan,Ford,2012 Ford Fiesta Sedan,2012,120,112
134,193,57,186,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,TRUE,5,5 Speed Manual,29,Gasoline,38,Manual transmission,2012 Ford Fiesta SEL Sedan,Ford,2012 Ford Fiesta Sedan,2012,120,112
135,193,57,160,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,TRUE,5,5 Speed Manual,38,Gasoline,37,Manual transmission,2011 Ford Fiesta Sedan S,Ford,2011 Ford Fiesta Sedan,2011,120,112
136,193,57,160,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,TRUE,5,5 Speed Manual,28,Gasoline,37,Manual transmission,2011 Ford Fiesta Sedan SE,Ford,2011 Ford Fiesta Sedan,2011,120,112
137,193,57,160,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,TRUE,5,5 Speed Manual,28,Gasoline,37,Manual transmission,2011 Ford Fiesta Sedan SEL,Ford,2011 Ford Fiesta Sedan,2011,120,112
138,167,168,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,5,5 Speed Automatic,21,Gasoline,30,Automatic transmission,2011 Volvo C30 R-Design AT,Volvo,2011 Volvo C30,2011,227,236
139,167,168,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,2011 Volvo C30 R-Design,Volvo,2011 Volvo C30,2011,227,236
140,167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,5,5 Speed Automatic,21,Gasoline,30,Automatic transmission,2010 Volvo C30 R-Design AT,Volvo,2010 Volvo C30,2010,227,236
141,167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,2010 Volvo C30 R-Design,Volvo,2010 Volvo C30,2010,227,236
142,147,95,34,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,27,Automatic transmission,2010 Audi A4 Sedan 2.0 T Quattro AT,Audi,2010 Audi A4 Sedan,2010,211,258
143,147,95,34,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,TRUE,6,6 Speed Manual,22,Gasoline,30,Manual transmission,2010 Audi A4 Sedan 2.0 T Quattro,Audi,2010 Audi A4 Sedan,2010,211,258
144,172,123,234,Front-wheel drive,Volvo 2.4L 5 Cylinder 168 hp 166 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,29,Automatic transmission,2010 Volvo S40 2.4i AT,Volvo,2010 Volvo S40,2010,168,170
145,190,123,234,All-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,5,5 Speed Automatic,20,Gasoline,27,Automatic transmission,2010 Volvo S40 R-Design AT AWD,Volvo,2010 Volvo S40,2010,227,236
146,156,95,248,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,2012 Audi A4 Avant 2.0 T,Audi,2012 Audi A4 Avant,2012,211,258
147,156,95,214,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,2011 Audi A4 Avant 2.0 T,Audi,2011 Audi A4 Avant,2011,211,258
148,155,95,34,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,23,Gasoline,30,Automatic transmission,2010 Audi A4 Avant 2.0 T,Audi,2010 Audi A4 Avant,2010,211,258
149,152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,32,Manual transmission,2011 Honda Accord EX Coup,Honda,2011 Honda Accord Coup,2011,190,162
150,152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,TRUE,5,5 Speed Automatic,22,Gasoline,33,Automatic transmission,2011 Honda Accord LX-S Coup AT,Honda,2011 Honda Accord Coup,2011,190,162
151,152,240,57,Front-wheel drive,Honda 3.5L 6 Cylinder 271hp 251 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,26,Manual transmission,2011 Honda Accord EX-L V-6 Coup,Honda,2011 Honda Accord Coup,2011,271,251
152,152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,32,Manual transmission,2011 Honda Accord LX-S Coup,Honda,2011 Honda Accord Coup,2011,190,162
153,152,240,57,Front-wheel drive,Honda 3.5L 6 Cylinder 271hp 251 ft-lbs,TRUE,5,5 Speed Automatic,19,Gasoline,29,Automatic transmission,2011 Honda Accord EX-L V-6 Coup AT,Honda,2011 Honda Accord Coup,2011,271,251
154,152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,TRUE,5,5 Speed Automatic,22,Gasoline,33,Automatic transmission,2011 Honda Accord EX Coup AT,Honda,2011 Honda Accord Coup,2011,190,162
155,152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,TRUE,5,5 Speed Automatic,22,Gasoline,33,Automatic transmission,2011 Honda Accord EX-L Coup,Honda,2011 Honda Accord Coup,2011,190,162
156,193,226,186,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,TRUE,5,5 Speed Manual,29,Gasoline,38,Manual transmission,2012 Ford Fiesta SE Hatchback,Ford,2012 Ford Fiesta Hatchback,2012,120,112
157,193,226,186,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,TRUE,5,5 Speed Manual,29,Gasoline,38,Manual transmission,2012 Ford Fiesta SES Hatchback,Ford,2012 Ford Fiesta Hatchback,2012,120,112
158,193,226,160,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,TRUE,5,5 Speed Manual,28,Gasoline,37,Manual transmission,2011 Ford Fiesta Hatchback SE,Ford,2011 Ford Fiesta Hatchback,2011,120,112
159,193,226,160,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,TRUE,5,5 Speed Manual,28,Gasoline,37,Manual transmission,2011 Ford Fiesta Hatchback SES,Ford,2011 Ford Fiesta Hatchback,2011,120,112
160,58,66,54,Front-wheel drive,Honda 2.4L 4 cylinder 177 hp 161 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,31,Manual transmission,2010 Honda Accord LX Sedan,Honda,2010 Honda Accord Sedan,2010,177,161
161,195,66,54,Front-wheel drive,Honda 2.4L 4 cylinder 177 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,31,Automatic transmission,2010 Honda Accord LX Sedan AT,Honda,2010 Honda Accord Sedan,2010,177,161
162,195,66,54,Front-wheel drive,Honda 2.4L 4 cylinder 177 hp 161 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,31,Manual transmission,2010 Honda Accord LX-P Sedan,Honda,2010 Honda Accord Sedan,2010,177,161
163,195,66,54,Front-wheel drive,Honda 2.4L 4 cylinder 177 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,31,Automatic transmission,2010 Honda Accord LX-P Sedan AT,Honda,2010 Honda Accord Sedan,2010,177,161
164,195,66,54,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,31,Manual transmission,2010 Honda Accord EX Sedan,Honda,2010 Honda Accord Sedan,2010,190,162
165,195,66,54,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,31,Automatic transmission,2010 Honda Accord EX Sedan AT,Honda,2010 Honda Accord Sedan,2010,190,162
166,195,66,54,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,31,Manual transmission,2010 Honda Accord EX-L Sedan,Honda,2010 Honda Accord Sedan,2010,190,162
167,195,66,54,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,31,Automatic transmission,2010 Honda Accord EX-L Sedan AT,Honda,2010 Honda Accord Sedan,2010,190,162
168,195,71,54,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,TRUE,5,5 Speed Automatic,19,Gasoline,29,Automatic transmission,2010 Honda Accord EX V-6 Sedan,Honda,2010 Honda Accord Sedan,2010,271,254
169,206,155,57,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2011 Toyota Avalon,Toyota,2011 Toyota Avalon,2011,268,248
170,206,155,57,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2011 Toyota Avalon Limited,Toyota,2011 Toyota Avalon,2011,268,248
171,35,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,7,7 Speed Automatic,18,Gasoline,26,Automatic transmission,2009 Nissan 370Z Coupe AT,Nissan,2009 Nissan 370Z Coupe,2009,332,270
172,35,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,18,Gasoline,26,Automatic transmission,2009 Nissan 370Z Touring Coupe AT,Nissan,2009 Nissan 370Z Coupe,2009,332,270
173,35,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2009 Nissan 370Z Touring Coupe,Nissan,2009 Nissan 370Z Coupe,2009,332,270
174,35,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2009 Nissan 370Z Coupe,Nissan,2009 Nissan 370Z Coupe,2009,332,270
175,205,155,57,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,19,Gasoline,28,Automatic transmission,2010 Toyota Avalon XL,Toyota,2010 Toyota Avalon,2010,268,248
176,206,155,57,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,19,Gasoline,28,Automatic transmission,2010 Toyota Avalon XLS,Toyota,2010 Toyota Avalon,2010,268,248
177,206,155,57,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,19,Gasoline,28,Automatic transmission,2010 Toyota Avalon Limited,Toyota,2010 Toyota Avalon,2010,268,248
178,191,198,29,Front-wheel drive,Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs,TRUE,6,6 Speed Manual,22,Gasoline,33,Manual transmission,2011 Toyota Camry,Toyota,2011 Toyota Camry,2011,169,167
179,191,198,29,Front-wheel drive,Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2011 Toyota Camry AT,Toyota,2011 Toyota Camry,2011,169,167
180,191,198,29,Front-wheel drive,Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs,TRUE,6,6 Speed Manual,22,Gasoline,33,Manual transmission,2011 Toyota Camry LE,Toyota,2011 Toyota Camry,2011,169,167
181,191,198,29,Front-wheel drive,Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2011 Toyota Camry LE AT,Toyota,2011 Toyota Camry,2011,169,167
182,191,198,29,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2011 Toyota Camry LE V6,Toyota,2011 Toyota Camry,2011,268,248
183,186,198,29,Front-wheel drive,Toyota 2.5L 4 Cylinder 179 hp 171 ft-lbs,TRUE,6,6 Speed Manual,22,Gasoline,33,Manual transmission,2011 Toyota Camry SE,Toyota,2011 Toyota Camry,2011,179,171
184,186,198,29,Front-wheel drive,Toyota 2.5L 4 Cylinder 179 hp 171 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2011 Toyota Camry SE AT,Toyota,2011 Toyota Camry,2011,179,171
185,186,198,29,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2011 Toyota Camry SE V6,Toyota,2011 Toyota Camry,2011,268,248
186,191,198,29,Front-wheel drive,Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2011 Toyota Camry XLE,Toyota,2011 Toyota Camry,2011,169,167
187,191,198,29,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2011 Toyota Camry XLE V6,Toyota,2011 Toyota Camry,2011,268,248
188,185,181,31,Front-wheel drive,Ford 2.0L 4 Cylinder 160 hp 146 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,36,Manual transmission,2012 Ford Focus S Sedan,Ford,2012 Ford Focus Sedan,2012,160,146
189,185,181,31,Front-wheel drive,Ford 2.0L 4 Cylinder 160 hp 146 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,36,Manual transmission,2012 Ford Focus SE Sedan,Ford,2012 Ford Focus Sedan,2012,160,146
190,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,5,5 Speed Manual,25,Gasoline,35,Manual transmission,2011 Ford Focus Sedan S,Ford,2011 Ford Focus Sedan,2011,140,136
191,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,4,4 Speed Automatic,25,Gasoline,34,Automatic transmission,2011 Ford Focus Sedan S AT,Ford,2011 Ford Focus Sedan,2011,140,136
192,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,5,5 Speed Manual,25,Gasoline,35,Manual transmission,2011 Ford Focus Sedan SE,Ford,2011 Ford Focus Sedan,2011,140,136
193,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,4,4 Speed Automatic,25,Gasoline,34,Automatic transmission,2011 Ford Focus Sedan SE AT,Ford,2011 Ford Focus Sedan,2011,140,136
194,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,5,5 Speed Manual,25,Gasoline,35,Manual transmission,2011 Ford Focus Sedan SES,Ford,2011 Ford Focus Sedan,2011,140,136
195,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,4,4 Speed Automatic,25,Gasoline,34,Automatic transmission,2011 Ford Focus Sedan SES AT,Ford,2011 Ford Focus Sedan,2011,140,136
196,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,4,4 Speed Automatic,25,Gasoline,34,Automatic transmission,2011 Ford Focus Sedan SEL,Ford,2011 Ford Focus Sedan,2011,140,136
197,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,5,5 Speed Manual,24,Gasoline,35,Manual transmission,2010 Ford Focus Sedan S,Ford,2010 Ford Focus Sedan,2010,140,136
198,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,4,4 Speed Automatic,24,Gasoline,34,Automatic transmission,2010 Ford Focus Sedan S AT,Ford,2010 Ford Focus Sedan,2010,140,136
199,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,5,5 Speed Manual,24,Gasoline,35,Manual transmission,2010 Ford Focus Sedan SE,Ford,2010 Ford Focus Sedan,2010,140,136
200,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,4,4 Speed Automatic,24,Gasoline,34,Automatic transmission,2010 Ford Focus Sedan SE AT,Ford,2010 Ford Focus Sedan,2010,140,136
201,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,5,5 Speed Manual,24,Gasoline,35,Manual transmission,2010 Ford Focus Sedan SES,Ford,2010 Ford Focus Sedan,2010,140,136
202,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,4,4 Speed Automatic,24,Gasoline,34,Automatic transmission,2010 Ford Focus Sedan SES AT,Ford,2010 Ford Focus Sedan,2010,140,136
203,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,5,5 Speed Manual,24,Gasoline,35,Manual transmission,2010 Ford Focus Sedan SEL,Ford,2010 Ford Focus Sedan,2010,140,136
204,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,4,4 Speed Automatic,24,Gasoline,34,Automatic transmission,2010 Ford Focus Sedan SEL AT,Ford,2010 Ford Focus Sedan,2010,140,136
205,139,242,3,Front-wheel drive,Nissan 2.5L 4 cylinder 175 hp 180 ft-lbs,TRUE,6,6 Speed Manual,23,Gasoline,31,Manual transmission,2011 Nissan Altima Coupe 2.5 S,Nissan,2011 Nissan Altima Coupe,2011,175,180
206,139,242,3,Front-wheel drive,Nissan 3.5L 6 cylinder 270hp 258 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,27,Manual transmission,2011 Nissan Altima Coupe 3.5 SR,Nissan,2011 Nissan Altima Coupe,2011,270,258
207,213,243,69,All-wheel drive,Volvo 3.0 L 6 Cylinder 300 HP 325 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,26,Automatic transmission,2012 Volvo S80 T6 AWD,Volvo,2012 Volvo S80,2012,300,325
208,213,243,69,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2012 Volvo S80 3.2,Volvo,2012 Volvo S80,2012,240,236
209,175,19,97,All-wheel drive,Volvo 3.0 L 6 Cylinder 325 HP 354 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2012 Volvo XC60 T6 AWD R-Design,Volvo,2012 Volvo XC60,2012,325,354
210,175,19,97,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,19,Gasoline,25,Automatic transmission,2012 Volvo XC60 3.2,Volvo,2012 Volvo XC60,2012,240,236
211,175,19,97,All-wheel drive,Volvo 3.0 L 6 Cylinder 300 HP 325 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2012 Volvo XC60 T6 AWD,Volvo,2012 Volvo XC60,2012,300,325
212,66,230,69,All-wheel drive,Volvo 3.0 L 6 Cylinder 300 HP 325 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2012 Volvo XC70 T6 AWD,Volvo,2012 Volvo XC70,2012,300,325
213,66,230,69,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,19,Gasoline,25,Automatic transmission,2012 Volvo XC70 3.2,Volvo,2012 Volvo XC70,2012,240,236
